과목,번호,구분,질문,정답,키워드(빈칸),오답보기
"스포츠 윤리",15,"PART 3 · 생활체육 지도자","생활체육 지도의 원리를 설명하시오.","목적·자발성·개성화·사회화·창조·반복연습·계통성·평가의 원리","목적의 원리: 목적 설정 및 지속적 동기부여 / 자발성의 원리: 자발적 참여 유도 / 개성화의 원리: 개인차를 고려하여 지도 / 사회화의 원리: 참가자들 간 유대 형성 / 창조의 원리: 창조적 체육활동 도모 / 반복연습의 원리: 반복 연습으로 목표 성취 유도 / 계통성의 원리: 통일된 지도·훈련 / 평가의 원리: 지도 결과 평가","강제의 원리 / 획일화의 원리 / 경쟁의 원리"
"스포츠 윤리",16,"PART 3 · 생활체육 지도자","생활체육지도자가 이수해야 하는 교육 4가지를 말하시오.","성폭력 등 폭력 예방교육 / 도핑방지 교육 / 인성 교육 / 리더십 교육","폭력 예방교육 / 도핑방지 교육 / 인성 교육 / 리더십 교육","응급처치 교육 / 심판 교육 / 재정 교육"
"스포츠 윤리",17,"PART 4 · 생활체육 프로그램·시설","생활체육 프로그램의 구성 요소 7가지를 말하시오.","참가자 / 지도자 / 시설 및 장소 / 재정 / 활동 종목 / 홍보 / 활동의 안전성","참가자 / 지도자 / 시설 및 장소 / 재정 / 활동 종목 / 홍보 / 안전성","성적 관리 / 경쟁 시스템 / 포상 제도"
"스포츠 윤리",18,"PART 4 · 생활체육 프로그램·시설","생활체육 프로그램의 구성 원리를 설명하시오.","평등성·창조성·욕구반영성·전문성·다양성·보완성·편의성·평가성","평등성: 모든 사람이 참여할 수 있어야 함 / 창조성: 창조적인 체육활동 도모 / 욕구반영성: 참가자의 욕구 반영 / 전문성: 전문가에 의해 운영·감독 / 다양성: 다양한 프로그램 개발 / 보완성: 평가 후 지속적인 수정·보완 / 편의성: 쉽게 참여 가능 / 평가성: 지속적·객관적 평가","획일성 / 경쟁성 / 강제성"
"스포츠 윤리",19,"PART 4 · 생활체육 프로그램·시설","생활체육 프로그램 계획 과정을 설명하시오.","목적·철학 이해 → 욕구 조사 → 목적·목표 설정 → 계획 수립 → 실행 → 평가 → 보완","목적·철학 이해 / 욕구 조사 / 목적·목표 설정 / 계획 수립 / 실행 / 평가 / 보완","성적 집계 / 선수 선발 / 재정 삭감"
"스포츠 윤리",20,"PART 4 · 생활체육 프로그램·시설","생활체육 시설의 종류 4가지는 ___ 체육시설, ___ 체육시설, ___ 체육시설, ___ 체육시설이다.","공공 / 학교 / 직장 / 민간","공공 / 학교 / 직장 / 민간","사설 / 국공립 / 국제"
"스포츠 윤리",21,"PART 5 · 스포츠 인권","스포츠 현장에서 인권이란 스포츠 구성원들이 ___ 받지 않고 ___ 하게 스포츠를 즐길 수 있는 권리이다.","차별 / 공정","차별 / 공정","비교 / 평등 / 자유롭 / 제한"
"스포츠 윤리",22,"PART 5 · 스포츠 인권","체육인 인권보호 규정의 목적은 체육인의 기본적 ___ 보호와 ___ 예방에 필요한 사항을 규정하여 체육인의 인간적 존엄과 가치의 실현을 목적으로 한다.","인권 / 인권침해","인권 / 인권침해","안전 / 사고 / 도핑 / 복지"
"스포츠 윤리",23,"PART 5 · 스포츠 인권","체육인 인권침해 사례를 설명하시오.","폭행·협박 / 욕설·폭언 / 명예훼손 / 사적 용무 강요 / 성적 굴욕감 유발 / 2차 가해","신체를 폭행하거나 협박하는 행위 / 지속·반복적인 욕설이나 폭언 / 다른 사람들 앞이나 온라인상에서 명예를 훼손하는 행위 / 합리적 이유 없이 반복적 개인 심부름·사적 용무 지시 / 지위를 이용하여 성적 굴욕감·혐오감을 느끼게 하는 행위 / 피해자·신고자에게 협박·회유로 2차 가해를 하는 행위","훈련 강도 조절 요청 / 경기 출전 의견 제시 / 영양 보충제 추천"
"스포츠 윤리",24,"PART 5 · 스포츠 인권","경기인 인권 보호를 위한 대회운영지침 3가지를 말하시오.","대회 기간 중 휴식권 보장 / 18세 이하 주중 지양·주말 확대(학습권 보장) / 인권교육으로 인권침해 방지 인식 제고","대회 기간 중 휴식권 보장 / 18세 이하 주중 지양·주말 확대 / 인권교육으로 인권침해 방지","훈련 강화 / 성적 평가 의무화 / 도핑 검사 확대"
"스포츠 윤리",25,"PART 5 · 스포츠 인권","학습권 침해란 ___ 을 받을 수 있는 권리가 침해되는 상황으로, 수업 불참·훈련 ___ 로 학업 소홀·학교 행사 불참 등이 있다.","교육 / 피로도","교육 / 피로도","훈련 / 성적 / 휴식 / 원인"
"스포츠 윤리",26,"PART 5 · 스포츠 인권","IOC에서 정의하는 폭력의 유형 5가지를 설명하시오.","정신적 학대 / 신체적 학대 / 성희롱 / 성적 학대 / 방임","정신적 학대: 정체성·존엄성·자존감을 떨어뜨리는 행위 / 신체적 학대: 신체적 부상을 일으킬 수 있는 행위 / 성희롱: 상대방이 원하지 않는 모든 언어적·비언어적 성적 행위 / 성적 학대: 동의 없이 또는 동의를 강요하는 상황에서 발생하는 성적 언동 / 방임: 보호 의무가 있는 사람이 선수가 해를 입는 상황에서 보호하지 않는 것","경제적 착취 / 도핑 강요 / 훈련 방임"
"스포츠 윤리",27,"PART 6 · 스포츠 폭력","스포츠 폭력이란 스포츠 참여자를 대상으로 신체적·정신적·정서적·___ 피해를 주는 폭력 행위이다.","경제적","경제적","사회적 / 법적 / 환경적"
"스포츠 윤리",28,"PART 6 · 스포츠 폭력","스포츠 폭력의 유형(행위별)을 설명하시오.","언어폭력 / 신체폭력 / 성폭력 / 사이버폭력·괴롭힘 / 일상적 통제 / 금품 갈취 / 심리적 폭력(따돌림)","언어폭력 / 신체폭력 / 성폭력 / 사이버폭력·괴롭힘 / 일상적 통제 / 금품 갈취 / 심리적 폭력(따돌림)","경제적 지원 거부 / 훈련 강도 조절 / 포지션 변경"
"스포츠 윤리",29,"PART 6 · 스포츠 폭력","스포츠 폭력의 원인 2가지는 ___ 지상주의에서의 폭력 정당화와 성과 중심 훈련 방식으로 인한 지도자의 과도한 영향력(___) 이다.","메달 / 폭력의 재생산·관행적 묵인","메달 / 폭력의 재생산·관행적 묵인","개인 성격 / 시설 부족 / 규칙 미비 / 훈련 방식 / 도핑"
"스포츠 윤리",30,"PART 6 · 스포츠 폭력","스포츠 폭력 예방법(지도자)을 설명하시오.","기합·가혹행위 금지 / 과도한 훈련 금지 / 평등한 대우 / 인격 훼손 금지 / 훈련 외 시간 강제 조정 금지","경기력 향상·팀 단합을 이유로 기합이나 가혹행위 금지 / 선수가 감당할 수 없는 과도한 훈련 금지 / 특정 선수를 편애하지 않고 모든 선수를 평등하게 대하기 / 선수의 인격·명예를 훼손하는 언행 금지 / 정해진 훈련 시간 외 시간 강제 조정 금지","훈련 강도를 최대로 높이기 / 선수 개인 정보 공유 / 성적 우수 선수 우선 관리"
"스포츠 윤리",31,"PART 6 · 스포츠 폭력","스포츠 폭력 발생 시 대처 절차: ① ___ 안전 확보(최우선) → ②응급 대응·증거 확보 → ③상황 파악 → ④___ 신고 → ⑤치료","피해자 / 수사기관(스포츠인권센터·대한체육회)","피해자 / 수사기관","가해자 / 협회 / 목격자"
"스포츠 윤리",32,"PART 6 · 스포츠 폭력","폭력 행위 징계 기준: 극히 경미, 경미, 중대의 3단계와 기준을 말하시오.","극히 경미: 1년 미만 / 경미: 1년 이상 3년 미만 / 중대: 3년 이상 또는 영구제명","극히 경미: 1년 미만 / 경미: 1년 이상 3년 미만 / 중대: 3년 이상 또는 영구제명","경미: 6개월 미만 / 중대: 1년 이상 / 극히 경미: 6개월 이상 1년 미만"
"스포츠 윤리",33,"PART 6 · 스포츠 폭력","스포츠 폭력 예방을 위한 지도방법(행동규범)을 설명하시오.","인권교육·코칭 역량 강화 / 열린 소통 채널 구축 / 선수 지원 시스템 활용 / 매뉴얼 숙지·준수","정기적인 인권교육과 코칭 역량 강화 프로그램 참여 / 선수들과 열린 소통 채널 구축 / 심리상담 등 선수 지원 시스템 활용 / 선수 인권 보호를 위해 매뉴얼 숙지와 준수","훈련 강도 최대화 / 성적 우수 선수 집중 관리 / 훈련 외 활동 통제"
"스포츠 윤리",34,"PART 7 · 스포츠 성폭력·성희롱","성희롱·성추행·강제추행·성폭행·성폭력을 각각 설명하시오.","성희롱: 굴욕감·수치심 유발 / 성추행: 동의 없는 성적 가해 / 강제추행: 폭행·협박으로 추행 / 성폭행: 폭행·협박으로 성관계 강제 / 성폭력: 위 네 가지 포함하는 가장 큰 범주","성희롱: 성적 언행으로 굴욕감·수치심 유발 / 성추행: 동의 없는 간음 이외의 성적 가해 / 강제추행: 폭행·협박으로 강제 추행 / 성폭행: 폭행·협박으로 성관계 강제 / 성폭력: 위 네 가지를 포함하는 가장 큰 범주","성희롱: 신체적 폭행 / 성추행: 언어적 모욕 / 성폭력: 신체폭력만 포함"
"스포츠 윤리",35,"PART 7 · 스포츠 성폭력·성희롱","성적 자기결정권이란 자신의 성적 ___ 을 바탕으로, 사생활 영역에서 ___ 내린 성적 결정에 따라 자기 책임 하에 성적 의사를 결정할 수 있는 권리이다.","가치관 / 스스로","가치관 / 스스로","본능 / 타인이 / 경험"
"스포츠 윤리",36,"PART 7 · 스포츠 성폭력·성희롱","성인지 감수성이란 성별 간의 ___ 에 대한 이해와 지식을 갖춰 일상생활 속에서 성차별적 요소를 ___ 해내는 민감성이다.","불균형 / 감지","불균형 / 감지","차이 / 제거 / 무시 / 갈등"
"스포츠 윤리",37,"PART 7 · 스포츠 성폭력·성희롱","성 그루밍이란 상대방과 오랜 기간 ___ 을 쌓아 심리적으로 ___ 한 뒤 언어적·신체적·성적 가해 행위를 하는 것이다.","친밀감 / 지배","친밀감 / 지배","적대감 / 회유 / 신뢰 / 복종"
"스포츠 윤리",38,"PART 7 · 스포츠 성폭력·성희롱","스포츠 성폭력의 원인 3가지는 ___ (신체적·심리적·사회적 권력 차이), ___ (남성 우월주의 등), ___ (성에 대한 잘못된 지식·편견)이다.","힘의 차이 / 성차별적 문화 / 왜곡된 성 인식","힘의 차이 / 성차별적 문화 / 왜곡된 성 인식","개인 성격 / 시설 부족 / 규칙 미비 / 도핑"
"스포츠 윤리",39,"PART 7 · 스포츠 성폭력·성희롱","스포츠 성폭력 피해자 대처 방법을 설명하시오.","피해 상황 즉시 이탈 / 옷차림 그대로 즉시 병원 방문 / 증거 확보 / 관련 기관 도움 요청 / 치료","피해 상황에서 즉시 벗어나기 / 피해 옷차림 그대로 즉시 병원 방문 / 피해 사실 기록 및 증거 자료 확보 / 스포츠인권센터·한국성폭력상담소·수사기관·주변인에게 도움 요청 / 치료에 적극적으로 임하기","가해자에게 직접 항의 / 팀 내에서 자체 해결 / 옷을 즉시 세탁"
"스포츠 윤리",40,"PART 7 · 스포츠 성폭력·성희롱","스포츠 성폭력 2차 피해란 피해 사실을 근거로 ___ 옹호·피해자 ___ 등 부정적 반응으로 피해자가 추가적인 정신적·사회적·경제적 불이익을 받게 되는 것이다.","가해자 / 비난·신상 유출","가해자 / 비난·신상 유출","피해자 / 옹호 / 지지"
"스포츠 윤리",41,"PART 7 · 스포츠 성폭력·성희롱","성폭력 피해자에게 신속한 응급대처가 필요한 이유를 설명하시오.","심리적 안정 제공 / 신체적 외상 치료 / 증거 확보 / 성병·임신 예방","정신적 충격과 후유증 최소화로 심리적 안정 제공 / 신체적 외상의 진료 및 치료 / 법적 대응을 위한 증거 확보 / 성병 및 임신 예방","가해자를 빨리 처벌하기 위해 / 언론 보도를 방지하기 위해 / 팀 분위기 회복을 위해"
"스포츠 윤리",42,"PART 7 · 스포츠 성폭력·성희롱","성폭력 2차 피해 예방 방법 4가지를 말하시오.","①피해자·신고자 신변 노출 금지 / ②피해자 탓 금지 / ③가해자 옹호 금지 / ④가해자 보복행위 차단·피해자 보호 우선","피해자·신고자 신변 노출 금지 / 피해자 탓 금지 / 가해자 옹호 금지 / 가해자 보복행위 차단·피해자 보호 우선","피해자 즉시 팀에서 분리 / 사건 빠른 공개 / 피해자·가해자 직접 대면"
"스포츠 윤리",43,"PART 7 · 스포츠 성폭력·성희롱","성폭력·성추행·성희롱 징계 기준을 말하시오.","성폭력: 영구제명 / 성추행 중대: 영구제명 / 성희롱 극히 경미: 1년 미만","성폭력: 영구제명 / 성추행 중대: 영구제명 / 성희롱 극히 경미: 1년 미만","성폭력: 3년 이상 / 성희롱 경미: 3년 이상 / 성추행 경미: 6개월 미만"
